# x sin(systeme) approximation
1.14834 0.912083 0.912083
1.14959 0.912598 0.912598
1.15085 0.913111 0.913111
1.15211 0.913622 0.913622
1.15336 0.914132 0.914132
1.15462 0.914641 0.914641
1.15587 0.915148 0.915148
1.15713 0.915654 0.915654
1.15839 0.916158 0.916158
1.15964 0.916661 0.916661
1.1609 0.917162 0.917162
1.16216 0.917662 0.917662
1.16341 0.918161 0.918161
1.16467 0.918658 0.918658
1.16593 0.919153 0.919153
1.16718 0.919648 0.919648
1.16844 0.92014 0.92014
1.1697 0.920632 0.920632
1.17095 0.921121 0.921121
1.17221 0.92161 0.92161
1.17346 0.922097 0.922097
1.17472 0.922582 0.922582
1.17598 0.923066 0.923066
1.17723 0.923549 0.923549
1.17849 0.92403 0.92403
1.17975 0.924509 0.924509
1.181 0.924987 0.924987
1.18226 0.925464 0.925464
1.18352 0.925939 0.925939
1.18477 0.926413 0.926413
1.18603 0.926885 0.926885
1.18728 0.927356 0.927356
1.18854 0.927826 0.927826
1.1898 0.928294 0.928294
1.19105 0.92876 0.92876
1.19231 0.929225 0.929225
1.19357 0.929689 0.929689
1.19482 0.930151 0.930151
1.19608 0.930611 0.930611
1.19734 0.93107 0.93107
1.19859 0.931528 0.931528
1.19985 0.931984 0.931984
1.2011 0.932439 0.932439
1.20236 0.932892 0.932892
1.20362 0.933344 0.933344
1.20487 0.933794 0.933794
1.20613 0.934243 0.934243
1.20739 0.93469 0.93469
1.20864 0.935136 0.935136
1.2099 0.935581 0.935581
1.21116 0.936023 0.936023
1.21241 0.936465 0.936465
1.21367 0.936905 0.936905
1.21493 0.937343 0.937343
1.21618 0.93778 0.93778
1.21744 0.938216 0.938216
1.21869 0.93865 0.93865
1.21995 0.939082 0.939082
1.22121 0.939513 0.939513
1.22246 0.939943 0.939943
1.22372 0.940371 0.940371
1.22498 0.940798 0.940798
1.22623 0.941223 0.941223
1.22749 0.941647 0.941647
1.22875 0.942069 0.942069
1.23 0.942489 0.942489
1.23126 0.942909 0.942909
1.23251 0.943326 0.943326
1.23377 0.943742 0.943742
1.23503 0.944157 0.944157
1.23628 0.94457 0.94457
1.23754 0.944982 0.944982
1.2388 0.945392 0.945392
1.24005 0.945801 0.945801
1.24131 0.946208 0.946208
1.24257 0.946614 0.946614
1.24382 0.947018 0.947018
1.24508 0.947421 0.947421
1.24633 0.947822 0.947822
1.24759 0.948222 0.948222
1.24885 0.948621 0.948621
1.2501 0.949017 0.949017
1.25136 0.949413 0.949413
1.25262 0.949806 0.949806
1.25387 0.950199 0.950199
1.25513 0.95059 0.95059
1.25639 0.950979 0.950979
1.25764 0.951367 0.951367
1.2589 0.951753 0.951753
1.26015 0.952138 0.952138
1.26141 0.952521 0.952521
1.26267 0.952903 0.952903
1.26392 0.953283 0.953283
1.26518 0.953662 0.953662
1.26644 0.954039 0.954039
1.26769 0.954415 0.954415
1.26895 0.954789 0.954789
1.27021 0.955162 0.955162
1.27146 0.955533 0.955533
1.27272 0.955903 0.955903
1.27398 0.956271 0.956271
1.27523 0.956638 0.956638
1.27649 0.957003 0.957003
1.27774 0.957367 0.957367
1.279 0.957729 0.957729
1.28026 0.95809 0.95809
1.28151 0.958449 0.958449
1.28277 0.958806 0.958806
1.28403 0.959162 0.959162
1.28528 0.959517 0.959517
1.28654 0.95987 0.95987
1.2878 0.960222 0.960222
1.28905 0.960572 0.960572
1.29031 0.96092 0.96092
1.29156 0.961267 0.961267
1.29282 0.961613 0.961613
1.29408 0.961957 0.961957
1.29533 0.962299 0.962299
1.29659 0.96264 0.96264
1.29785 0.96298 0.96298
1.2991 0.963318 0.963318
1.30036 0.963654 0.963654
1.30162 0.963989 0.963989
1.30287 0.964322 0.964322
1.30413 0.964654 0.964654
1.30538 0.964985 0.964985
1.30664 0.965313 0.965313
1.3079 0.965641 0.965641
1.30915 0.965966 0.965966
1.31041 0.966291 0.966291
1.31167 0.966613 0.966613
1.31292 0.966935 0.966935
1.31418 0.967254 0.967254
1.31544 0.967572 0.967572
1.31669 0.967889 0.967889
1.31795 0.968204 0.968204
1.31921 0.968518 0.968518
1.32046 0.96883 0.96883
1.32172 0.96914 0.96914
1.32297 0.969449 0.969449
1.32423 0.969756 0.969756
1.32549 0.970062 0.970062
1.32674 0.970367 0.970367
1.328 0.970669 0.970669
1.32926 0.970971 0.970971
1.33051 0.97127 0.97127
1.33177 0.971569 0.971569
1.33303 0.971865 0.971865
1.33428 0.972161 0.972161
1.33554 0.972454 0.972454
1.33679 0.972746 0.972746
1.33805 0.973037 0.973037
1.33931 0.973326 0.973326
1.34056 0.973613 0.973613
1.34182 0.973899 0.973899
1.34308 0.974184 0.974184
1.34433 0.974467 0.974467
1.34559 0.974748 0.974748
1.34685 0.975028 0.975028
1.3481 0.975306 0.975306
1.34936 0.975583 0.975583
1.35061 0.975858 0.975858
1.35187 0.976131 0.976131
1.35313 0.976404 0.976404
1.35438 0.976674 0.976674
1.35564 0.976943 0.976943
1.3569 0.977211 0.977211
1.35815 0.977476 0.977476
1.35941 0.977741 0.977741
1.36067 0.978004 0.978004
1.36192 0.978265 0.978265
1.36318 0.978525 0.978525
1.36443 0.978783 0.978783
1.36569 0.97904 0.97904
1.36695 0.979295 0.979295
1.3682 0.979548 0.979548
1.36946 0.9798 0.9798
1.37072 0.980051 0.980051
1.37197 0.9803 0.9803
1.37323 0.980547 0.980547
1.37449 0.980793 0.980793
1.37574 0.981037 0.981037
1.377 0.98128 0.98128
1.37826 0.981521 0.981521
1.37951 0.981761 0.981761
1.38077 0.981999 0.981999
1.38202 0.982235 0.982235
1.38328 0.98247 0.98247
1.38454 0.982704 0.982704
1.38579 0.982936 0.982936
1.38705 0.983166 0.983166
1.38831 0.983395 0.983395
1.38956 0.983622 0.983622
1.39082 0.983848 0.983848
1.39208 0.984072 0.984072
1.39333 0.984294 0.984294
1.39459 0.984515 0.984515
1.39584 0.984735 0.984735
1.3971 0.984953 0.984953
1.39836 0.985169 0.985169
1.39961 0.985384 0.985384
1.40087 0.985597 0.985597
1.40213 0.985809 0.985809
1.40338 0.986019 0.986019
1.40464 0.986228 0.986228
1.4059 0.986435 0.986435
1.40715 0.98664 0.98664
1.40841 0.986844 0.986844
1.40966 0.987046 0.987046
1.41092 0.987247 0.987247
1.41218 0.987446 0.987446
1.41343 0.987644 0.987644
1.41469 0.98784 0.98784
1.41595 0.988035 0.988035
1.4172 0.988228 0.988228
1.41846 0.988419 0.988419
1.41972 0.988609 0.988609
1.42097 0.988797 0.988797
1.42223 0.988984 0.988984
1.42349 0.989169 0.989169
1.42474 0.989353 0.989353
1.426 0.989535 0.989535
1.42725 0.989716 0.989716
1.42851 0.989894 0.989894
1.42977 0.990072 0.990072
1.43102 0.990248 0.990248
1.43228 0.990422 0.990422
1.43354 0.990595 0.990595
1.43479 0.990766 0.990766
1.43605 0.990935 0.990935
1.43731 0.991103 0.991103
1.43856 0.99127 0.99127
1.43982 0.991435 0.991435
1.44107 0.991598 0.991598
1.44233 0.99176 0.99176
1.44359 0.99192 0.99192
1.44484 0.992078 0.992078
1.4461 0.992235 0.992235
1.44736 0.992391 0.992391
1.44861 0.992545 0.992545
1.44987 0.992697 0.992697
1.45113 0.992848 0.992848
1.45238 0.992997 0.992997
1.45364 0.993145 0.993145
1.45489 0.993291 0.993291
1.45615 0.993435 0.993435
1.45741 0.993578 0.993578
1.45866 0.99372 0.99372
1.45992 0.99386 0.99386
1.46118 0.993998 0.993998
1.46243 0.994134 0.994134
1.46369 0.99427 0.99427
1.46495 0.994403 0.994403
1.4662 0.994535 0.994535
1.46746 0.994665 0.994665
1.46871 0.994794 0.994794
1.46997 0.994921 0.994921
1.47123 0.995047 0.995047
1.47248 0.995171 0.995171
1.47374 0.995294 0.995294
1.475 0.995415 0.995415
1.47625 0.995534 0.995534
1.47751 0.995652 0.995652
1.47877 0.995768 0.995768
1.48002 0.995883 0.995883
1.48128 0.995996 0.995996
1.48254 0.996108 0.996108
1.48379 0.996217 0.996217
1.48505 0.996326 0.996326
1.4863 0.996433 0.996433
1.48756 0.996538 0.996538
1.48882 0.996642 0.996642
1.49007 0.996744 0.996744
1.49133 0.996844 0.996844
1.49259 0.996943 0.996943
1.49384 0.997041 0.997041
1.4951 0.997136 0.997136
1.49636 0.997231 0.997231
1.49761 0.997323 0.997323
1.49887 0.997414 0.997414
1.50012 0.997504 0.997504
1.50138 0.997592 0.997592
1.50264 0.997678 0.997678
1.50389 0.997763 0.997763
1.50515 0.997846 0.997846
1.50641 0.997928 0.997928
1.50766 0.998008 0.998008
1.50892 0.998086 0.998086
1.51018 0.998163 0.998163
1.51143 0.998238 0.998238
1.51269 0.998312 0.998312
1.51394 0.998384 0.998384
1.5152 0.998455 0.998455
1.51646 0.998524 0.998524
1.51771 0.998591 0.998591
1.51897 0.998657 0.998657
1.52023 0.998722 0.998722
1.52148 0.998784 0.998784
1.52274 0.998845 0.998845
1.524 0.998905 0.998905
1.52525 0.998963 0.998963
1.52651 0.999019 0.999019
1.52777 0.999074 0.999074
1.52902 0.999128 0.999128
1.53028 0.999179 0.999179
1.53153 0.999229 0.999229
1.53279 0.999278 0.999278
1.53405 0.999325 0.999325
1.5353 0.99937 0.99937
1.53656 0.999414 0.999414
1.53782 0.999456 0.999456
1.53907 0.999497 0.999497
1.54033 0.999536 0.999536
1.54159 0.999573 0.999573
1.54284 0.999609 0.999609
1.5441 0.999644 0.999644
1.54535 0.999676 0.999676
1.54661 0.999708 0.999708
1.54787 0.999737 0.999737
1.54912 0.999765 0.999765
1.55038 0.999792 0.999792
1.55164 0.999816 0.999816
1.55289 0.99984 0.99984
1.55415 0.999861 0.999861
1.55541 0.999882 0.999882
1.55666 0.9999 0.9999
1.55792 0.999917 0.999917
1.55917 0.999932 0.999932
1.56043 0.999946 0.999946
1.56169 0.999959 0.999959
1.56294 0.999969 0.999969
1.5642 0.999978 0.999978
1.56546 0.999986 0.999986
1.56671 0.999992 0.999992
1.56797 0.999996 0.999996
1.56923 0.999999 0.999999
1.57048 1 1
1.57174 1 1
1.573 0.999998 0.999998
1.57425 0.999994 0.999994
1.57551 0.999989 0.999989
1.57676 0.999982 0.999982
1.57802 0.999974 0.999974
1.57928 0.999964 0.999964
1.58053 0.999953 0.999953
1.58179 0.99994 0.99994
1.58305 0.999925 0.999925
1.5843 0.999909 0.999909
1.58556 0.999891 0.999891
1.58682 0.999872 0.999872
1.58807 0.999851 0.999851
1.58933 0.999828 0.999828
1.59058 0.999804 0.999804
1.59184 0.999779 0.999779
1.5931 0.999751 0.999751
1.59435 0.999723 0.999723
1.59561 0.999692 0.999692
1.59687 0.99966 0.99966
1.59812 0.999627 0.999627
1.59938 0.999592 0.999592
1.60064 0.999555 0.999555
1.60189 0.999517 0.999517
1.60315 0.999477 0.999477
1.6044 0.999435 0.999435
1.60566 0.999392 0.999392
1.60692 0.999348 0.999348
1.60817 0.999302 0.999302
1.60943 0.999254 0.999254
1.61069 0.999204 0.999204
1.61194 0.999154 0.999154
1.6132 0.999101 0.999101
1.61446 0.999047 0.999047
1.61571 0.998991 0.998991
1.61697 0.998934 0.998934
1.61822 0.998875 0.998875
1.61948 0.998815 0.998815
1.62074 0.998753 0.998753
1.62199 0.99869 0.99869
1.62325 0.998625 0.998625
1.62451 0.998558 0.998558
1.62576 0.99849 0.99849
1.62702 0.99842 0.99842
1.62828 0.998348 0.998348
1.62953 0.998276 0.998276
1.63079 0.998201 0.998201
1.63205 0.998125 0.998125
1.6333 0.998047 0.998047
1.63456 0.997968 0.997968
1.63581 0.997887 0.997887
1.63707 0.997805 0.997805
1.63833 0.997721 0.997721
1.63958 0.997635 0.997635
1.64084 0.997548 0.997548
1.6421 0.997459 0.997459
1.64335 0.997369 0.997369
1.64461 0.997277 0.997277
1.64587 0.997184 0.997184
1.64712 0.997089 0.997089
1.64838 0.996992 0.996992
1.64963 0.996894 0.996894
1.65089 0.996794 0.996794
1.65215 0.996693 0.996693
1.6534 0.99659 0.99659
1.65466 0.996485 0.996485
1.65592 0.996379 0.996379
1.65717 0.996272 0.996272
1.65843 0.996163 0.996163
1.65969 0.996052 0.996052
1.66094 0.99594 0.99594
1.6622 0.995826 0.995826
1.66345 0.99571 0.99571
1.66471 0.995593 0.995593
1.66597 0.995475 0.995475
1.66722 0.995354 0.995354
1.66848 0.995233 0.995233
1.66974 0.995109 0.995109
1.67099 0.994985 0.994985
1.67225 0.994858 0.994858
1.67351 0.99473 0.99473
1.67476 0.9946 0.9946
1.67602 0.994469 0.994469
1.67728 0.994336 0.994336
1.67853 0.994202 0.994202
1.67979 0.994066 0.994066
1.68104 0.993929 0.993929
1.6823 0.99379 0.99379
1.68356 0.993649 0.993649
1.68481 0.993507 0.993507
1.68607 0.993363 0.993363
1.68733 0.993218 0.993218
1.68858 0.993071 0.993071
1.68984 0.992923 0.992923
1.6911 0.992773 0.992773
1.69235 0.992621 0.992621
1.69361 0.992468 0.992468
1.69486 0.992313 0.992313
1.69612 0.992157 0.992157
1.69738 0.991999 0.991999
1.69863 0.99184 0.99184
1.69989 0.991679 0.991679
1.70115 0.991516 0.991516
1.7024 0.991352 0.991352
1.70366 0.991187 0.991187
1.70492 0.991019 0.991019
1.70617 0.990851 0.990851
1.70743 0.99068 0.99068
1.70868 0.990508 0.990508
1.70994 0.990335 0.990335
1.7112 0.99016 0.99016
1.71245 0.989983 0.989983
1.71371 0.989805 0.989805
1.71497 0.989625 0.989625
1.71622 0.989444 0.989444
1.71748 0.989261 0.989261
1.71874 0.989077 0.989077
1.71999 0.988891 0.988891
1.72125 0.988703 0.988703
1.7225 0.988514 0.988514
1.72376 0.988324 0.988324
1.72502 0.988131 0.988131
1.72627 0.987938 0.987938
1.72753 0.987742 0.987742
1.72879 0.987545 0.987545
1.73004 0.987347 0.987347
1.7313 0.987147 0.987147
1.73256 0.986945 0.986945
1.73381 0.986742 0.986742
1.73507 0.986538 0.986538
1.73633 0.986331 0.986331
1.73758 0.986124 0.986124
1.73884 0.985914 0.985914
1.74009 0.985703 0.985703
1.74135 0.985491 0.985491
1.74261 0.985277 0.985277
1.74386 0.985061 0.985061
1.74512 0.984844 0.984844
1.74638 0.984625 0.984625
1.74763 0.984405 0.984405
1.74889 0.984183 0.984183
1.75015 0.98396 0.98396
1.7514 0.983735 0.983735
1.75266 0.983509 0.983509
1.75391 0.983281 0.983281
1.75517 0.983051 0.983051
1.75643 0.98282 0.98282
1.75768 0.982587 0.982587
1.75894 0.982353 0.982353
1.7602 0.982117 0.982117
1.76145 0.98188 0.98188
1.76271 0.981641 0.981641
1.76397 0.981401 0.981401
1.76522 0.981159 0.981159
1.76648 0.980915 0.980915
1.76773 0.98067 0.98067
1.76899 0.980424 0.980424
1.77025 0.980175 0.980175
1.7715 0.979926 0.979926
1.77276 0.979674 0.979674
1.77402 0.979422 0.979422
1.77527 0.979167 0.979167
1.77653 0.978911 0.978911
1.77779 0.978654 0.978654
1.77904 0.978395 0.978395
1.7803 0.978135 0.978135
1.78156 0.977872 0.977872
1.78281 0.977609 0.977609
1.78407 0.977344 0.977344
1.78532 0.977077 0.977077
1.78658 0.976809 0.976809
1.78784 0.976539 0.976539
1.78909 0.976268 0.976268
1.79035 0.975995 0.975995
1.79161 0.97572 0.97572
1.79286 0.975444 0.975444
1.79412 0.975167 0.975167
1.79538 0.974888 0.974888
1.79663 0.974607 0.974607
1.79789 0.974325 0.974325
1.79914 0.974042 0.974042
1.8004 0.973756 0.973756
1.80166 0.97347 0.97347
1.80291 0.973182 0.973182
1.80417 0.972892 0.972892
1.80543 0.9726 0.9726
1.80668 0.972308 0.972308
1.80794 0.972013 0.972013
1.8092 0.971717 0.971717
1.81045 0.97142 0.97142
1.81171 0.971121 0.971121
1.81296 0.97082 0.97082
1.81422 0.970518 0.970518
1.81548 0.970215 0.970215
1.81673 0.969909 0.969909
1.81799 0.969603 0.969603
1.81925 0.969295 0.969295
1.8205 0.968985 0.968985
1.82176 0.968674 0.968674
1.82302 0.968361 0.968361
1.82427 0.968047 0.968047
1.82553 0.967731 0.967731
1.82678 0.967413 0.967413
1.82804 0.967095 0.967095
1.8293 0.966774 0.966774
1.83055 0.966452 0.966452
1.83181 0.966129 0.966129
1.83307 0.965804 0.965804
1.83432 0.965477 0.965477
1.83558 0.965149 0.965149
1.83684 0.96482 0.96482
1.83809 0.964489 0.964489
1.83935 0.964156 0.964156
1.84061 0.963822 0.963822
1.84186 0.963486 0.963486
1.84312 0.963149 0.963149
1.84437 0.96281 0.96281
1.84563 0.96247 0.96247
1.84689 0.962128 0.962128
1.84814 0.961785 0.961785
1.8494 0.96144 0.96144
1.85066 0.961094 0.961094
1.85191 0.960746 0.960746
1.85317 0.960397 0.960397
1.85443 0.960046 0.960046
1.85568 0.959694 0.959694
1.85694 0.95934 0.95934
1.85819 0.958985 0.958985
1.85945 0.958628 0.958628
1.86071 0.958269 0.958269
1.86196 0.957909 0.957909
1.86322 0.957548 0.957548
1.86448 0.957185 0.957185
1.86573 0.956821 0.956821
1.86699 0.956455 0.956455
1.86825 0.956087 0.956087
1.8695 0.955718 0.955718
1.87076 0.955348 0.955348
1.87201 0.954976 0.954976
1.87327 0.954602 0.954602
1.87453 0.954227 0.954227
1.87578 0.953851 0.953851
1.87704 0.953473 0.953473
1.8783 0.953093 0.953093
1.87955 0.952712 0.952712
1.88081 0.95233 0.95233
1.88207 0.951946 0.951946
1.88332 0.95156 0.95156
1.88458 0.951173 0.951173
1.88584 0.950784 0.950784
1.88709 0.950394 0.950394
1.88835 0.950003 0.950003
1.8896 0.94961 0.94961
1.89086 0.949215 0.949215
1.89212 0.948819 0.948819
1.89337 0.948422 0.948422
1.89463 0.948023 0.948023
1.89589 0.947622 0.947622
1.89714 0.94722 0.94722
1.8984 0.946816 0.946816
1.89966 0.946411 0.946411
1.90091 0.946005 0.946005
1.90217 0.945597 0.945597
1.90342 0.945187 0.945187
1.90468 0.944776 0.944776
1.90594 0.944364 0.944364
1.90719 0.94395 0.94395
1.90845 0.943535 0.943535
1.90971 0.943118 0.943118
1.91096 0.942699 0.942699
1.91222 0.942279 0.942279
1.91348 0.941858 0.941858
1.91473 0.941435 0.941435
1.91599 0.941011 0.941011
1.91724 0.940585 0.940585
1.9185 0.940157 0.940157
1.91976 0.939728 0.939728
1.92101 0.939298 0.939298
1.92227 0.938866 0.938866
1.92353 0.938433 0.938433
1.92478 0.937998 0.937998
1.92604 0.937562 0.937562
1.9273 0.937124 0.937124
1.92855 0.936685 0.936685
1.92981 0.936244 0.936244
1.93106 0.935802 0.935802
1.93232 0.935359 0.935359
1.93358 0.934913 0.934913
1.93483 0.934467 0.934467
1.93609 0.934019 0.934019
1.93735 0.933569 0.933569
1.9386 0.933118 0.933118
1.93986 0.932666 0.932666
1.94112 0.932212 0.932212
1.94237 0.931756 0.931756
1.94363 0.931299 0.931299
1.94489 0.930841 0.930841
1.94614 0.930381 0.930381
1.9474 0.92992 0.92992
1.94865 0.929457 0.929457
1.94991 0.928993 0.928993
1.95117 0.928527 0.928527
1.95242 0.92806 0.92806
1.95368 0.927591 0.927591
1.95494 0.927121 0.927121
1.95619 0.92665 0.92665
1.95745 0.926176 0.926176
1.95871 0.925702 0.925702
1.95996 0.925226 0.925226
1.96122 0.924749 0.924749
1.96247 0.92427 0.92427
1.96373 0.923789 0.923789
1.96499 0.923308 0.923308
1.96624 0.922824 0.922824
1.9675 0.92234 0.92234
1.96876 0.921853 0.921853
1.97001 0.921366 0.921366
1.97127 0.920877 0.920877
1.97253 0.920386 0.920386
1.97378 0.919894 0.919894
1.97504 0.919401 0.919401
1.97629 0.918906 0.918906
1.97755 0.91841 0.91841
1.97881 0.917912 0.917912
1.98006 0.917412 0.917412
1.98132 0.916912 0.916912
1.98258 0.91641 0.91641
1.98383 0.915906 0.915906
1.98509 0.915401 0.915401
1.98635 0.914895 0.914895
1.9876 0.914387 0.914387
1.98886 0.913877 0.913877
1.99012 0.913367 0.913367
1.99137 0.912854 0.912854
1.99263 0.912341 0.912341
1.99388 0.911825 0.911825
1.99514 0.911309 0.911309
1.9964 0.910791 0.910791
1.99765 0.910271 0.910271
1.99891 0.909751 0.909751
2.00017 0.909228 0.909228
2.00142 0.908705 0.908705
2.00268 0.908179 0.908179
2.00394 0.907653 0.907653
2.00519 0.907125 0.907125
2.00645 0.906595 0.906595
2.0077 0.906064 0.906064
2.00896 0.905532 0.905532
2.01022 0.904998 0.904998
2.01147 0.904463 0.904463
2.01273 0.903926 0.903926
2.01399 0.903388 0.903388
2.01524 0.902849 0.902849
2.0165 0.902308 0.902308
2.01776 0.901766 0.901766
2.01901 0.901222 0.901222
2.02027 0.900677 0.900677
2.02152 0.90013 0.90013
2.02278 0.899582 0.899582
2.02404 0.899033 0.899033
2.02529 0.898482 0.898482
2.02655 0.897929 0.897929
2.02781 0.897376 0.897376
2.02906 0.896821 0.896821
2.03032 0.896264 0.896264
2.03158 0.895706 0.895706
2.03283 0.895147 0.895147
2.03409 0.894586 0.894586
2.03534 0.894024 0.894024
2.0366 0.89346 0.89346
2.03786 0.892895 0.892895
2.03911 0.892329 0.892329
2.04037 0.891761 0.891761
2.04163 0.891192 0.891192
2.04288 0.890621 0.890621
2.04414 0.890049 0.890049
2.0454 0.889476 0.889476
2.04665 0.888901 0.888901
2.04791 0.888325 0.888325
2.04917 0.887747 0.887747
2.05042 0.887168 0.887168
2.05168 0.886587 0.886587
2.05293 0.886006 0.886006
2.05419 0.885422 0.885422
2.05545 0.884838 0.884838
2.0567 0.884252 0.884252
2.05796 0.883664 0.883664
2.05922 0.883075 0.883075
2.06047 0.882485 0.882485
2.06173 0.881894 0.881894
2.06299 0.8813 0.8813
2.06424 0.880706 0.880706
2.0655 0.88011 0.88011
2.06675 0.879513 0.879513
2.06801 0.878915 0.878915
2.06927 0.878315 0.878315
2.07052 0.877713 0.877713
2.07178 0.87711 0.87711
2.07304 0.876506 0.876506
2.07429 0.875901 0.875901
2.07555 0.875294 0.875294
2.07681 0.874686 0.874686
2.07806 0.874076 0.874076
2.07932 0.873465 0.873465
2.08057 0.872853 0.872853
2.08183 0.872239 0.872239
2.08309 0.871624 0.871624
2.08434 0.871007 0.871007
2.0856 0.870389 0.870389
2.08686 0.86977 0.86977
2.08811 0.869149 0.869149
2.08937 0.868527 0.868527
2.09063 0.867904 0.867904
2.09188 0.867279 0.867279
2.09314 0.866653 0.866653
2.0944 0.866025 0.866025
2.09565 0.865397 0.865397
2.09691 0.864766 0.864766
2.09816 0.864135 0.864135
2.09942 0.863502 0.863502
2.10068 0.862867 0.862867
2.10193 0.862232 0.862232
2.10319 0.861595 0.861595
2.10445 0.860956 0.860956
2.1057 0.860316 0.860316
2.10696 0.859675 0.859675
2.10822 0.859033 0.859033
2.10947 0.858389 0.858389
2.11073 0.857744 0.857744
2.11198 0.857097 0.857097
2.11324 0.856449 0.856449
2.1145 0.8558 0.8558
2.11575 0.855149 0.855149
2.11701 0.854497 0.854497
2.11827 0.853844 0.853844
2.11952 0.853189 0.853189
2.12078 0.852533 0.852533
2.12204 0.851876 0.851876
2.12329 0.851217 0.851217
2.12455 0.850557 0.850557
2.1258 0.849896 0.849896
2.12706 0.849233 0.849233
2.12832 0.848569 0.848569
2.12957 0.847904 0.847904
2.13083 0.847237 0.847237
2.13209 0.846569 0.846569
2.13334 0.8459 0.8459
2.1346 0.845229 0.845229
2.13586 0.844557 0.844557
2.13711 0.843883 0.843883
2.13837 0.843209 0.843209
2.13962 0.842532 0.842532
2.14088 0.841855 0.841855
2.14214 0.841176 0.841176
2.14339 0.840496 0.840496
2.14465 0.839815 0.839815
2.14591 0.839132 0.839132
2.14716 0.838448 0.838448
2.14842 0.837763 0.837763
2.14968 0.837076 0.837076
2.15093 0.836388 0.836388
2.15219 0.835699 0.835699
2.15345 0.835008 0.835008
2.1547 0.834316 0.834316
2.15596 0.833623 0.833623
2.15721 0.832928 0.832928
2.15847 0.832232 0.832232
2.15973 0.831535 0.831535
2.16098 0.830837 0.830837
2.16224 0.830137 0.830137
2.1635 0.829435 0.829435
2.16475 0.828733 0.828733
2.16601 0.828029 0.828029
2.16727 0.827324 0.827324
2.16852 0.826618 0.826618
2.16978 0.82591 0.82591
2.17103 0.825201 0.825201
2.17229 0.824491 0.824491
2.17355 0.823779 0.823779
2.1748 0.823066 0.823066
2.17606 0.822352 0.822352
2.17732 0.821636 0.821636
2.17857 0.82092 0.82092
2.17983 0.820202 0.820202
2.18109 0.819482 0.819482
2.18234 0.818762 0.818762
2.1836 0.81804 0.81804
2.18485 0.817316 0.817316
2.18611 0.816592 0.816592
2.18737 0.815866 0.815866
2.18862 0.815139 0.815139
2.18988 0.81441 0.81441
2.19114 0.813681 0.813681
2.19239 0.81295 0.81295
2.19365 0.812217 0.812217
2.19491 0.811484 0.811484
2.19616 0.810749 0.810749
2.19742 0.810013 0.810013
2.19868 0.809275 0.809275
2.19993 0.808537 0.808537
2.20119 0.807797 0.807797
2.20244 0.807056 0.807056
2.2037 0.806313 0.806313
2.20496 0.805569 0.805569
2.20621 0.804824 0.804824
2.20747 0.804078 0.804078
2.20873 0.80333 0.80333
2.20998 0.802581 0.802581
2.21124 0.801831 0.801831
2.2125 0.80108 0.80108
2.21375 0.800327 0.800327
2.21501 0.799573 0.799573
2.21626 0.798818 0.798818
2.21752 0.798062 0.798062
2.21878 0.797304 0.797304
2.22003 0.796545 0.796545
2.22129 0.795785 0.795785
2.22255 0.795023 0.795023
2.2238 0.794261 0.794261
2.22506 0.793497 0.793497
2.22632 0.792731 0.792731
2.22757 0.791965 0.791965
2.22883 0.791197 0.791197
2.23008 0.790428 0.790428
2.23134 0.789658 0.789658
2.2326 0.788887 0.788887
2.23385 0.788114 0.788114
2.23511 0.78734 0.78734
2.23637 0.786565 0.786565
2.23762 0.785788 0.785788
2.23888 0.785011 0.785011
2.24014 0.784232 0.784232
2.24139 0.783451 0.783451
2.24265 0.78267 0.78267
2.24391 0.781887 0.781887
2.24516 0.781104 0.781104
2.24642 0.780318 0.780318
2.24767 0.779532 0.779532
2.24893 0.778745 0.778745
2.25019 0.777956 0.777956
2.25144 0.777166 0.777166
2.2527 0.776374 0.776374
2.25396 0.775582 0.775582
2.25521 0.774788 0.774788
2.25647 0.773993 0.773993
2.25773 0.773197 0.773197
2.25898 0.7724 0.7724
2.26024 0.771601 0.771601
2.26149 0.770801 0.770801
2.26275 0.77 0.77
2.26401 0.769198 0.769198
2.26526 0.768395 0.768395
2.26652 0.76759 0.76759
2.26778 0.766784 0.766784
2.26903 0.765977 0.765977
2.27029 0.765169 0.765169
2.27155 0.764359 0.764359
2.2728 0.763549 0.763549
2.27406 0.762737 0.762737
2.27531 0.761924 0.761924
2.27657 0.761109 0.761109
2.27783 0.760294 0.760294
2.27908 0.759477 0.759477
2.28034 0.758659 0.758659
2.2816 0.75784 0.75784
2.28285 0.75702 0.75702
2.28411 0.756198 0.756198
2.28537 0.755375 0.755375
2.28662 0.754552 0.754552
2.28788 0.753726 0.753726
2.28913 0.7529 0.7529
2.29039 0.752073 0.752073
2.29165 0.751244 0.751244
2.2929 0.750414 0.750414
2.29416 0.749583 0.749583
2.29542 0.748751 0.748751
2.29667 0.747918 0.747918
2.29793 0.747083 0.747083
2.29919 0.746247 0.746247
2.30044 0.74541 0.74541
2.3017 0.744572 0.744572
2.30296 0.743733 0.743733
2.30421 0.742893 0.742893
2.30547 0.742051 0.742051
2.30672 0.741208 0.741208
2.30798 0.740364 0.740364
2.30924 0.739519 0.739519
2.31049 0.738673 0.738673
2.31175 0.737825 0.737825
2.31301 0.736977 0.736977
2.31426 0.736127 0.736127
2.31552 0.735276 0.735276
2.31678 0.734424 0.734424
2.31803 0.73357 0.73357
2.31929 0.732716 0.732716
2.32054 0.73186 0.73186
