# x sin(systeme) approximation
3.43119 -0.285566 -0.285569
3.43245 -0.28677 -0.286773
3.4337 -0.287973 -0.287977
3.43496 -0.289176 -0.28918
3.43622 -0.290379 -0.290382
3.43747 -0.291581 -0.291584
3.43873 -0.292782 -0.292786
3.43998 -0.293983 -0.293987
3.44124 -0.295184 -0.295188
3.4425 -0.296384 -0.296388
3.44375 -0.297584 -0.297587
3.44501 -0.298783 -0.298787
3.44627 -0.299982 -0.299985
3.44752 -0.30118 -0.301184
3.44878 -0.302378 -0.302382
3.45004 -0.303575 -0.303579
3.45129 -0.304772 -0.304776
3.45255 -0.305968 -0.305972
3.4538 -0.307164 -0.307168
3.45506 -0.30836 -0.308364
3.45632 -0.309555 -0.309559
3.45757 -0.310749 -0.310753
3.45883 -0.311943 -0.311947
3.46009 -0.313136 -0.31314
3.46134 -0.314329 -0.314333
3.4626 -0.315522 -0.315526
3.46386 -0.316714 -0.316718
3.46511 -0.317905 -0.317909
3.46637 -0.319096 -0.3191
3.46762 -0.320287 -0.320291
3.46888 -0.321477 -0.321481
3.47014 -0.322666 -0.32267
3.47139 -0.323855 -0.323859
3.47265 -0.325043 -0.325048
3.47391 -0.326231 -0.326236
3.47516 -0.327419 -0.327423
3.47642 -0.328606 -0.32861
3.47768 -0.329792 -0.329796
3.47893 -0.330978 -0.330982
3.48019 -0.332163 -0.332167
3.48145 -0.333348 -0.333352
3.4827 -0.334532 -0.334537
3.48396 -0.335716 -0.33572
3.48521 -0.336899 -0.336904
3.48647 -0.338082 -0.338086
3.48773 -0.339264 -0.339268
3.48898 -0.340446 -0.34045
3.49024 -0.341627 -0.341631
3.4915 -0.342807 -0.342812
3.49275 -0.343987 -0.343992
3.49401 -0.345167 -0.345171
3.49527 -0.346345 -0.34635
3.49652 -0.347524 -0.347529
3.49778 -0.348702 -0.348706
3.49903 -0.349879 -0.349884
3.50029 -0.351056 -0.35106
3.50155 -0.352232 -0.352237
3.5028 -0.353407 -0.353412
3.50406 -0.354582 -0.354587
3.50532 -0.355757 -0.355762
3.50657 -0.356931 -0.356936
3.50783 -0.358104 -0.358109
3.50909 -0.359277 -0.359282
3.51034 -0.360449 -0.360454
3.5116 -0.361621 -0.361626
3.51285 -0.362792 -0.362797
3.51411 -0.363962 -0.363967
3.51537 -0.365132 -0.365137
3.51662 -0.366302 -0.366307
3.51788 -0.36747 -0.367476
3.51914 -0.368638 -0.368644
3.52039 -0.369806 -0.369811
3.52165 -0.370973 -0.370978
3.52291 -0.37214 -0.372145
3.52416 -0.373305 -0.373311
3.52542 -0.374471 -0.374476
3.52667 -0.375635 -0.375641
3.52793 -0.376799 -0.376805
3.52919 -0.377963 -0.377968
3.53044 -0.379126 -0.379131
3.5317 -0.380288 -0.380294
3.53296 -0.38145 -0.381455
3.53421 -0.382611 -0.382617
3.53547 -0.383771 -0.383777
3.53673 -0.384931 -0.384937
3.53798 -0.386091 -0.386096
3.53924 -0.387249 -0.387255
3.5405 -0.388407 -0.388413
3.54175 -0.389565 -0.389571
3.54301 -0.390721 -0.390727
3.54426 -0.391878 -0.391884
3.54552 -0.393033 -0.393039
3.54678 -0.394188 -0.394194
3.54803 -0.395343 -0.395349
3.54929 -0.396496 -0.396502
3.55055 -0.397649 -0.397656
3.5518 -0.398802 -0.398808
3.55306 -0.399954 -0.39996
3.55432 -0.401105 -0.401111
3.55557 -0.402255 -0.402262
3.55683 -0.403405 -0.403412
3.55808 -0.404555 -0.404561
3.55934 -0.405703 -0.40571
3.5606 -0.406851 -0.406858
3.56185 -0.407999 -0.408005
3.56311 -0.409146 -0.409152
3.56437 -0.410292 -0.410298
3.56562 -0.411437 -0.411444
3.56688 -0.412582 -0.412588
3.56814 -0.413726 -0.413733
3.56939 -0.414869 -0.414876
3.57065 -0.416012 -0.416019
3.5719 -0.417154 -0.417161
3.57316 -0.418296 -0.418303
3.57442 -0.419437 -0.419444
3.57567 -0.420577 -0.420584
3.57693 -0.421717 -0.421724
3.57819 -0.422855 -0.422862
3.57944 -0.423994 -0.424001
3.5807 -0.425131 -0.425138
3.58196 -0.426268 -0.426275
3.58321 -0.427404 -0.427411
3.58447 -0.42854 -0.428547
3.58573 -0.429675 -0.429682
3.58698 -0.430809 -0.430816
3.58824 -0.431942 -0.43195
3.58949 -0.433075 -0.433082
3.59075 -0.434207 -0.434215
3.59201 -0.435339 -0.435346
3.59326 -0.436469 -0.436477
3.59452 -0.437599 -0.437607
3.59578 -0.438729 -0.438736
3.59703 -0.439857 -0.439865
3.59829 -0.440985 -0.440993
3.59955 -0.442113 -0.44212
3.6008 -0.443239 -0.443247
3.60206 -0.444365 -0.444373
3.60331 -0.44549 -0.445498
3.60457 -0.446615 -0.446623
3.60583 -0.447738 -0.447746
3.60708 -0.448862 -0.44887
3.60834 -0.449984 -0.449992
3.6096 -0.451106 -0.451114
3.61085 -0.452226 -0.452235
3.61211 -0.453347 -0.453355
3.61337 -0.454466 -0.454474
3.61462 -0.455585 -0.455593
3.61588 -0.456703 -0.456711
3.61713 -0.45782 -0.457829
3.61839 -0.458937 -0.458945
3.61965 -0.460053 -0.460061
3.6209 -0.461168 -0.461177
3.62216 -0.462283 -0.462291
3.62342 -0.463396 -0.463405
3.62467 -0.464509 -0.464518
3.62593 -0.465621 -0.46563
3.62719 -0.466733 -0.466742
3.62844 -0.467844 -0.467853
3.6297 -0.468954 -0.468963
3.63095 -0.470063 -0.470072
3.63221 -0.471172 -0.471181
3.63347 -0.472279 -0.472289
3.63472 -0.473387 -0.473396
3.63598 -0.474493 -0.474502
3.63724 -0.475598 -0.475608
3.63849 -0.476703 -0.476713
3.63975 -0.477807 -0.477817
3.64101 -0.478911 -0.47892
3.64226 -0.480013 -0.480023
3.64352 -0.481115 -0.481124
3.64478 -0.482216 -0.482226
3.64603 -0.483316 -0.483326
3.64729 -0.484416 -0.484425
3.64854 -0.485515 -0.485524
3.6498 -0.486613 -0.486622
3.65106 -0.48771 -0.48772
3.65231 -0.488806 -0.488816
3.65357 -0.489902 -0.489912
3.65483 -0.490997 -0.491007
3.65608 -0.492091 -0.492101
3.65734 -0.493184 -0.493194
3.6586 -0.494277 -0.494287
3.65985 -0.495369 -0.495379
3.66111 -0.49646 -0.49647
3.66236 -0.49755 -0.49756
3.66362 -0.498639 -0.49865
3.66488 -0.499728 -0.499738
3.66613 -0.500816 -0.500826
3.66739 -0.501903 -0.501914
3.66865 -0.502989 -0.503
3.6699 -0.504075 -0.504085
3.67116 -0.505159 -0.50517
3.67242 -0.506243 -0.506254
3.67367 -0.507326 -0.507337
3.67493 -0.508409 -0.50842
3.67618 -0.50949 -0.509501
3.67744 -0.510571 -0.510582
3.6787 -0.511651 -0.511662
3.67995 -0.51273 -0.512741
3.68121 -0.513808 -0.513819
3.68247 -0.514885 -0.514897
3.68372 -0.515962 -0.515974
3.68498 -0.517038 -0.517049
3.68624 -0.518113 -0.518125
3.68749 -0.519187 -0.519199
3.68875 -0.520261 -0.520272
3.69001 -0.521333 -0.521345
3.69126 -0.522405 -0.522417
3.69252 -0.523476 -0.523488
3.69377 -0.524546 -0.524558
3.69503 -0.525615 -0.525627
3.69629 -0.526683 -0.526696
3.69754 -0.527751 -0.527763
3.6988 -0.528818 -0.52883
3.70006 -0.529884 -0.529896
3.70131 -0.530949 -0.530961
3.70257 -0.532013 -0.532026
3.70383 -0.533076 -0.533089
3.70508 -0.534139 -0.534152
3.70634 -0.535201 -0.535213
3.70759 -0.536262 -0.536274
3.70885 -0.537322 -0.537335
3.71011 -0.538381 -0.538394
3.71136 -0.539439 -0.539452
3.71262 -0.540497 -0.54051
3.71388 -0.541553 -0.541566
3.71513 -0.542609 -0.542622
3.71639 -0.543664 -0.543677
3.71765 -0.544718 -0.544731
3.7189 -0.545771 -0.545785
3.72016 -0.546824 -0.546837
3.72141 -0.547875 -0.547889
3.72267 -0.548926 -0.548939
3.72393 -0.549975 -0.549989
3.72518 -0.551024 -0.551038
3.72644 -0.552072 -0.552086
3.7277 -0.553119 -0.553133
3.72895 -0.554166 -0.55418
3.73021 -0.555211 -0.555225
3.73147 -0.556256 -0.55627
3.73272 -0.557299 -0.557314
3.73398 -0.558342 -0.558356
3.73523 -0.559384 -0.559398
3.73649 -0.560425 -0.560439
3.73775 -0.561465 -0.56148
3.739 -0.562504 -0.562519
3.74026 -0.563542 -0.563557
3.74152 -0.56458 -0.564595
3.74277 -0.565616 -0.565631
3.74403 -0.566652 -0.566667
3.74529 -0.567687 -0.567702
3.74654 -0.568721 -0.568736
3.7478 -0.569754 -0.569769
3.74906 -0.570786 -0.570801
3.75031 -0.571817 -0.571832
3.75157 -0.572847 -0.572863
3.75282 -0.573877 -0.573892
3.75408 -0.574905 -0.574921
3.75534 -0.575933 -0.575948
3.75659 -0.576959 -0.576975
3.75785 -0.577985 -0.578001
3.75911 -0.57901 -0.579026
3.76036 -0.580034 -0.58005
3.76162 -0.581057 -0.581073
3.76288 -0.582079 -0.582095
3.76413 -0.5831 -0.583116
3.76539 -0.58412 -0.584137
3.76664 -0.585139 -0.585156
3.7679 -0.586158 -0.586175
3.76916 -0.587175 -0.587192
3.77041 -0.588192 -0.588209
3.77167 -0.589207 -0.589224
3.77293 -0.590222 -0.590239
3.77418 -0.591236 -0.591253
3.77544 -0.592249 -0.592266
3.7767 -0.59326 -0.593278
3.77795 -0.594271 -0.594289
3.77921 -0.595281 -0.595299
3.78046 -0.59629 -0.596308
3.78172 -0.597299 -0.597316
3.78298 -0.598306 -0.598324
3.78423 -0.599312 -0.59933
3.78549 -0.600317 -0.600335
3.78675 -0.601322 -0.60134
3.788 -0.602325 -0.602343
3.78926 -0.603327 -0.603346
3.79052 -0.604329 -0.604347
3.79177 -0.605329 -0.605348
3.79303 -0.606329 -0.606348
3.79429 -0.607328 -0.607346
3.79554 -0.608325 -0.608344
3.7968 -0.609322 -0.609341
3.79805 -0.610318 -0.610337
3.79931 -0.611312 -0.611332
3.80057 -0.612306 -0.612326
3.80182 -0.613299 -0.613319
3.80308 -0.614291 -0.614311
3.80434 -0.615282 -0.615302
3.80559 -0.616272 -0.616292
3.80685 -0.617261 -0.617281
3.80811 -0.618249 -0.618269
3.80936 -0.619236 -0.619256
3.81062 -0.620222 -0.620242
3.81187 -0.621207 -0.621227
3.81313 -0.622191 -0.622211
3.81439 -0.623174 -0.623195
3.81564 -0.624156 -0.624177
3.8169 -0.625137 -0.625158
3.81816 -0.626117 -0.626138
3.81941 -0.627097 -0.627118
3.82067 -0.628075 -0.628096
3.82193 -0.629052 -0.629073
3.82318 -0.630028 -0.630049
3.82444 -0.631003 -0.631025
3.82569 -0.631977 -0.631999
3.82695 -0.632951 -0.632972
3.82821 -0.633923 -0.633945
3.82946 -0.634894 -0.634916
3.83072 -0.635864 -0.635886
3.83198 -0.636833 -0.636856
3.83323 -0.637801 -0.637824
3.83449 -0.638769 -0.638791
3.83575 -0.639735 -0.639757
3.837 -0.6407 -0.640723
3.83826 -0.641664 -0.641687
3.83951 -0.642627 -0.64265
3.84077 -0.643589 -0.643612
3.84203 -0.64455 -0.644574
3.84328 -0.64551 -0.645534
3.84454 -0.64647 -0.646493
3.8458 -0.647428 -0.647451
3.84705 -0.648385 -0.648408
3.84831 -0.649341 -0.649365
3.84957 -0.650296 -0.65032
3.85082 -0.651249 -0.651274
3.85208 -0.652202 -0.652227
3.85334 -0.653154 -0.653179
3.85459 -0.654105 -0.65413
3.85585 -0.655055 -0.65508
3.8571 -0.656004 -0.656029
3.85836 -0.656951 -0.656977
3.85962 -0.657898 -0.657923
3.86087 -0.658844 -0.658869
3.86213 -0.659788 -0.659814
3.86339 -0.660732 -0.660758
3.86464 -0.661675 -0.6617
3.8659 -0.662616 -0.662642
3.86716 -0.663557 -0.663583
3.86841 -0.664496 -0.664522
3.86967 -0.665434 -0.665461
3.87092 -0.666372 -0.666398
3.87218 -0.667308 -0.667335
3.87344 -0.668243 -0.66827
3.87469 -0.669177 -0.669204
3.87595 -0.67011 -0.670137
3.87721 -0.671042 -0.67107
3.87846 -0.671973 -0.672001
3.87972 -0.672903 -0.672931
3.88098 -0.673832 -0.67386
3.88223 -0.67476 -0.674788
3.88349 -0.675687 -0.675715
3.88474 -0.676612 -0.67664
3.886 -0.677537 -0.677565
3.88726 -0.67846 -0.678489
3.88851 -0.679383 -0.679412
3.88977 -0.680304 -0.680333
3.89103 -0.681225 -0.681254
3.89228 -0.682144 -0.682173
3.89354 -0.683062 -0.683091
3.8948 -0.683979 -0.684008
3.89605 -0.684895 -0.684925
3.89731 -0.68581 -0.68584
3.89857 -0.686724 -0.686754
3.89982 -0.687637 -0.687667
3.90108 -0.688548 -0.688578
3.90233 -0.689459 -0.689489
3.90359 -0.690368 -0.690399
3.90485 -0.691277 -0.691307
3.9061 -0.692184 -0.692215
3.90736 -0.69309 -0.693121
3.90862 -0.693995 -0.694027
3.90987 -0.694899 -0.694931
3.91113 -0.695802 -0.695834
3.91239 -0.696704 -0.696736
3.91364 -0.697605 -0.697637
3.9149 -0.698504 -0.698537
3.91615 -0.699403 -0.699435
3.91741 -0.7003 -0.700333
3.91867 -0.701197 -0.701229
3.91992 -0.702092 -0.702125
3.92118 -0.702986 -0.703019
3.92244 -0.703879 -0.703912
3.92369 -0.704771 -0.704804
3.92495 -0.705662 -0.705695
3.92621 -0.706551 -0.706585
3.92746 -0.70744 -0.707474
3.92872 -0.708327 -0.708361
3.92997 -0.709214 -0.709248
3.93123 -0.710099 -0.710133
3.93249 -0.710983 -0.711017
3.93374 -0.711866 -0.711901
3.935 -0.712748 -0.712783
3.93626 -0.713628 -0.713663
3.93751 -0.714508 -0.714543
3.93877 -0.715386 -0.715422
3.94003 -0.716264 -0.716299
3.94128 -0.71714 -0.717176
3.94254 -0.718015 -0.718051
3.94379 -0.718889 -0.718925
3.94505 -0.719761 -0.719798
3.94631 -0.720633 -0.72067
3.94756 -0.721504 -0.721541
3.94882 -0.722373 -0.72241
3.95008 -0.723241 -0.723279
3.95133 -0.724108 -0.724146
3.95259 -0.724974 -0.725012
3.95385 -0.725839 -0.725877
3.9551 -0.726703 -0.726741
3.95636 -0.727565 -0.727604
3.95762 -0.728427 -0.728465
3.95887 -0.729287 -0.729325
3.96013 -0.730146 -0.730185
3.96138 -0.731004 -0.731043
3.96264 -0.73186 -0.7319
3.9639 -0.732716 -0.732756
3.96515 -0.73357 -0.73361
3.96641 -0.734424 -0.734464
3.96767 -0.735276 -0.735316
3.96892 -0.736127 -0.736167
3.97018 -0.736977 -0.737017
3.97144 -0.737825 -0.737866
3.97269 -0.738673 -0.738714
3.97395 -0.739519 -0.73956
3.9752 -0.740364 -0.740406
3.97646 -0.741208 -0.74125
3.97772 -0.742051 -0.742093
3.97897 -0.742893 -0.742935
3.98023 -0.743733 -0.743775
3.98149 -0.744572 -0.744615
3.98274 -0.74541 -0.745453
3.984 -0.746247 -0.74629
3.98526 -0.747083 -0.747126
3.98651 -0.747918 -0.747961
3.98777 -0.748751 -0.748795
3.98902 -0.749583 -0.749627
3.99028 -0.750414 -0.750459
3.99154 -0.751244 -0.751289
3.99279 -0.752073 -0.752117
3.99405 -0.7529 -0.752945
3.99531 -0.753726 -0.753772
3.99656 -0.754552 -0.754597
3.99782 -0.755375 -0.755421
3.99908 -0.756198 -0.756244
4.00033 -0.75702 -0.757066
4.00159 -0.75784 -0.757886
4.00285 -0.758659 -0.758706
4.0041 -0.759477 -0.759524
4.00536 -0.760294 -0.760341
4.00661 -0.761109 -0.761157
4.00787 -0.761924 -0.761971
4.00913 -0.762737 -0.762785
4.01038 -0.763549 -0.763597
4.01164 -0.764359 -0.764408
4.0129 -0.765169 -0.765218
4.01415 -0.765977 -0.766026
4.01541 -0.766784 -0.766833
4.01667 -0.76759 -0.76764
4.01792 -0.768395 -0.768445
4.01918 -0.769198 -0.769248
4.02043 -0.77 -0.770051
4.02169 -0.770801 -0.770852
4.02295 -0.771601 -0.771652
4.0242 -0.7724 -0.772451
4.02546 -0.773197 -0.773249
4.02672 -0.773993 -0.774045
4.02797 -0.774788 -0.77484
4.02923 -0.775582 -0.775634
4.03049 -0.776374 -0.776427
4.03174 -0.777166 -0.777218
4.033 -0.777956 -0.778009
4.03425 -0.778745 -0.778798
4.03551 -0.779532 -0.779586
4.03677 -0.780318 -0.780372
4.03802 -0.781104 -0.781158
4.03928 -0.781887 -0.781942
4.04054 -0.78267 -0.782725
4.04179 -0.783451 -0.783506
4.04305 -0.784232 -0.784287
4.04431 -0.785011 -0.785066
4.04556 -0.785788 -0.785844
4.04682 -0.786565 -0.786621
4.04807 -0.78734 -0.787396
4.04933 -0.788114 -0.788171
4.05059 -0.788887 -0.788944
4.05184 -0.789658 -0.789715
4.0531 -0.790428 -0.790486
4.05436 -0.791197 -0.791255
4.05561 -0.791965 -0.792023
4.05687 -0.792731 -0.79279
4.05813 -0.793497 -0.793556
4.05938 -0.794261 -0.79432
4.06064 -0.795023 -0.795083
4.0619 -0.795785 -0.795845
4.06315 -0.796545 -0.796605
4.06441 -0.797304 -0.797364
4.06566 -0.798062 -0.798123
4.06692 -0.798818 -0.798879
4.06818 -0.799573 -0.799635
4.06943 -0.800327 -0.800389
4.07069 -0.80108 -0.801142
4.07195 -0.801831 -0.801894
4.0732 -0.802581 -0.802644
4.07446 -0.80333 -0.803393
4.07572 -0.804078 -0.804141
4.07697 -0.804824 -0.804888
4.07823 -0.805569 -0.805633
4.07948 -0.806313 -0.806377
4.08074 -0.807056 -0.80712
4.082 -0.807797 -0.807862
4.08325 -0.808537 -0.808602
4.08451 -0.809275 -0.809341
4.08577 -0.810013 -0.810079
4.08702 -0.810749 -0.810815
4.08828 -0.811484 -0.81155
4.08954 -0.812217 -0.812284
4.09079 -0.81295 -0.813017
4.09205 -0.813681 -0.813748
4.0933 -0.81441 -0.814478
4.09456 -0.815139 -0.815207
4.09582 -0.815866 -0.815935
4.09707 -0.816592 -0.816661
4.09833 -0.817316 -0.817386
4.09959 -0.81804 -0.818109
4.10084 -0.818762 -0.818832
4.1021 -0.819482 -0.819553
4.10336 -0.820202 -0.820273
4.10461 -0.82092 -0.820991
4.10587 -0.821636 -0.821708
4.10713 -0.822352 -0.822424
4.10838 -0.823066 -0.823139
4.10964 -0.823779 -0.823852
4.11089 -0.824491 -0.824564
4.11215 -0.825201 -0.825275
4.11341 -0.82591 -0.825984
4.11466 -0.826618 -0.826692
4.11592 -0.827324 -0.827399
4.11718 -0.828029 -0.828104
4.11843 -0.828733 -0.828809
4.11969 -0.829435 -0.829511
4.12095 -0.830137 -0.830213
4.1222 -0.830836 -0.830913
4.12346 -0.831535 -0.831612
4.12471 -0.832232 -0.83231
4.12597 -0.832928 -0.833006
4.12723 -0.833623 -0.833701
4.12848 -0.834316 -0.834395
4.12974 -0.835008 -0.835087
4.131 -0.835699 -0.835778
4.13225 -0.836388 -0.836468
4.13351 -0.837076 -0.837156
4.13477 -0.837763 -0.837844
4.13602 -0.838448 -0.838529
4.13728 -0.839132 -0.839214
4.13853 -0.839815 -0.839897
4.13979 -0.840496 -0.840579
4.14105 -0.841176 -0.841259
4.1423 -0.841855 -0.841938
4.14356 -0.842532 -0.842616
4.14482 -0.843209 -0.843293
4.14607 -0.843883 -0.843968
4.14733 -0.844557 -0.844642
4.14859 -0.845229 -0.845314
4.14984 -0.8459 -0.845985
4.1511 -0.846569 -0.846655
4.15236 -0.847237 -0.847324
4.15361 -0.847904 -0.847991
4.15487 -0.848569 -0.848657
4.15612 -0.849233 -0.849321
4.15738 -0.849896 -0.849985
4.15864 -0.850557 -0.850646
4.15989 -0.851217 -0.851307
4.16115 -0.851876 -0.851966
4.16241 -0.852533 -0.852624
4.16366 -0.853189 -0.85328
4.16492 -0.853844 -0.853935
4.16618 -0.854497 -0.854589
4.16743 -0.855149 -0.855242
4.16869 -0.8558 -0.855893
4.16994 -0.856449 -0.856542
4.1712 -0.857097 -0.857191
4.17246 -0.857744 -0.857838
4.17371 -0.858389 -0.858484
4.17497 -0.859033 -0.859128
4.17623 -0.859675 -0.859771
4.17748 -0.860316 -0.860413
4.17874 -0.860956 -0.861053
4.18 -0.861595 -0.861692
4.18125 -0.862232 -0.862329
4.18251 -0.862867 -0.862965
4.18376 -0.863502 -0.8636
4.18502 -0.864135 -0.864234
4.18628 -0.864766 -0.864866
4.18753 -0.865397 -0.865497
4.18879 -0.866025 -0.866126
4.19005 -0.866653 -0.866754
4.1913 -0.867279 -0.867381
4.19256 -0.867904 -0.868006
4.19382 -0.868527 -0.86863
4.19507 -0.869149 -0.869252
4.19633 -0.86977 -0.869874
4.19758 -0.870389 -0.870493
4.19884 -0.871007 -0.871112
4.2001 -0.871624 -0.871729
4.20135 -0.872239 -0.872345
4.20261 -0.872853 -0.872959
4.20387 -0.873465 -0.873572
4.20512 -0.874076 -0.874183
4.20638 -0.874686 -0.874794
4.20764 -0.875294 -0.875402
4.20889 -0.875901 -0.87601
4.21015 -0.876506 -0.876616
4.21141 -0.87711 -0.877221
4.21266 -0.877713 -0.877824
4.21392 -0.878315 -0.878426
4.21517 -0.878915 -0.879026
4.21643 -0.879513 -0.879625
4.21769 -0.88011 -0.880223
4.21894 -0.880706 -0.88082
4.2202 -0.8813 -0.881415
4.22146 -0.881893 -0.882008
4.22271 -0.882485 -0.8826
4.22397 -0.883075 -0.883191
4.22523 -0.883664 -0.883781
4.22648 -0.884252 -0.884369
4.22774 -0.884838 -0.884955
4.22899 -0.885422 -0.885541
4.23025 -0.886006 -0.886124
4.23151 -0.886587 -0.886707
4.23276 -0.887168 -0.887288
4.23402 -0.887747 -0.887868
4.23528 -0.888325 -0.888446
4.23653 -0.888901 -0.889023
4.23779 -0.889476 -0.889598
4.23905 -0.890049 -0.890172
4.2403 -0.890621 -0.890745
4.24156 -0.891192 -0.891316
4.24281 -0.891761 -0.891886
4.24407 -0.892329 -0.892454
4.24533 -0.892895 -0.893021
4.24658 -0.89346 -0.893587
4.24784 -0.894024 -0.894151
4.2491 -0.894586 -0.894714
4.25035 -0.895147 -0.895276
4.25161 -0.895706 -0.895836
4.25287 -0.896264 -0.896394
4.25412 -0.896821 -0.896951
4.25538 -0.897376 -0.897507
4.25664 -0.897929 -0.898061
4.25789 -0.898482 -0.898614
4.25915 -0.899033 -0.899166
4.2604 -0.899582 -0.899716
4.26166 -0.90013 -0.900265
4.26292 -0.900677 -0.900812
4.26417 -0.901222 -0.901358
4.26543 -0.901766 -0.901902
4.26669 -0.902308 -0.902445
4.26794 -0.902849 -0.902987
4.2692 -0.903388 -0.903527
4.27046 -0.903926 -0.904066
4.27171 -0.904463 -0.904603
4.27297 -0.904998 -0.905139
4.27422 -0.905532 -0.905673
4.27548 -0.906064 -0.906206
4.27674 -0.906595 -0.906738
4.27799 -0.907125 -0.907268
4.27925 -0.907653 -0.907797
4.28051 -0.908179 -0.908324
4.28176 -0.908705 -0.90885
4.28302 -0.909228 -0.909375
4.28428 -0.909751 -0.909898
4.28553 -0.910271 -0.910419
4.28679 -0.910791 -0.91094
4.28804 -0.911309 -0.911458
4.2893 -0.911825 -0.911976
4.29056 -0.912341 -0.912491
4.29181 -0.912854 -0.913006
4.29307 -0.913367 -0.913519
4.29433 -0.913877 -0.91403
4.29558 -0.914387 -0.914541
4.29684 -0.914895 -0.915049
4.2981 -0.915401 -0.915556
4.29935 -0.915906 -0.916062
4.30061 -0.91641 -0.916567
4.30186 -0.916912 -0.91707
4.30312 -0.917412 -0.917571
4.30438 -0.917912 -0.918071
4.30563 -0.91841 -0.91857
4.30689 -0.918906 -0.919067
4.30815 -0.919401 -0.919562
4.3094 -0.919894 -0.920057
4.31066 -0.920386 -0.920549
4.31192 -0.920877 -0.921041
4.31317 -0.921366 -0.921531
4.31443 -0.921853 -0.922019
4.31569 -0.92234 -0.922506
4.31694 -0.922824 -0.922992
4.3182 -0.923308 -0.923476
4.31945 -0.923789 -0.923958
4.32071 -0.92427 -0.92444
4.32197 -0.924749 -0.924919
4.32322 -0.925226 -0.925398
4.32448 -0.925702 -0.925874
4.32574 -0.926176 -0.92635
4.32699 -0.92665 -0.926824
4.32825 -0.927121 -0.927296
4.32951 -0.927591 -0.927767
4.33076 -0.92806 -0.928236
4.33202 -0.928527 -0.928705
4.33327 -0.928993 -0.929171
4.33453 -0.929457 -0.929636
4.33579 -0.92992 -0.9301
4.33704 -0.930381 -0.930562
4.3383 -0.930841 -0.931023
4.33956 -0.931299 -0.931482
4.34081 -0.931756 -0.93194
4.34207 -0.932212 -0.932396
4.34333 -0.932666 -0.932851
4.34458 -0.933118 -0.933305
4.34584 -0.933569 -0.933756
4.34709 -0.934019 -0.934207
4.34835 -0.934467 -0.934656
4.34961 -0.934913 -0.935103
4.35086 -0.935359 -0.93555
4.35212 -0.935802 -0.935994
4.35338 -0.936244 -0.936437
4.35463 -0.936685 -0.936879
4.35589 -0.937124 -0.937319
4.35715 -0.937562 -0.937758
4.3584 -0.937998 -0.938195
4.35966 -0.938433 -0.938631
4.36092 -0.938866 -0.939065
4.36217 -0.939298 -0.939498
4.36343 -0.939728 -0.939929
4.36468 -0.940157 -0.940359
4.36594 -0.940585 -0.940787
4.3672 -0.941011 -0.941214
4.36845 -0.941435 -0.941639
4.36971 -0.941858 -0.942063
4.37097 -0.942279 -0.942486
4.37222 -0.942699 -0.942907
4.37348 -0.943118 -0.943326
4.37474 -0.943535 -0.943744
4.37599 -0.94395 -0.944161
4.37725 -0.944364 -0.944576
4.3785 -0.944776 -0.944989
4.37976 -0.945187 -0.945401
4.38102 -0.945597 -0.945812
4.38227 -0.946005 -0.946221
4.38353 -0.946411 -0.946628
4.38479 -0.946816 -0.947034
4.38604 -0.94722 -0.947439
4.3873 -0.947622 -0.947842
4.38856 -0.948023 -0.948244
4.38981 -0.948422 -0.948644
4.39107 -0.948819 -0.949042
4.39232 -0.949215 -0.949439
4.39358 -0.94961 -0.949835
4.39484 -0.950003 -0.950229
4.39609 -0.950394 -0.950622
4.39735 -0.950784 -0.951013
4.39861 -0.951173 -0.951403
4.39986 -0.95156 -0.951791
4.40112 -0.951946 -0.952177
4.40238 -0.95233 -0.952563
4.40363 -0.952712 -0.952946
4.40489 -0.953093 -0.953328
4.40614 -0.953473 -0.953709
4.4074 -0.953851 -0.954088
4.40866 -0.954227 -0.954466
4.40991 -0.954602 -0.954842
4.41117 -0.954976 -0.955217
4.41243 -0.955348 -0.95559
4.41368 -0.955718 -0.955962
4.41494 -0.956087 -0.956332
4.4162 -0.956455 -0.9567
4.41745 -0.956821 -0.957067
4.41871 -0.957185 -0.957433
4.41997 -0.957548 -0.957797
4.42122 -0.957909 -0.95816
4.42248 -0.958269 -0.958521
4.42373 -0.958628 -0.958881
4.42499 -0.958985 -0.959239
4.42625 -0.95934 -0.959595
4.4275 -0.959694 -0.95995
4.42876 -0.960046 -0.960304
4.43002 -0.960397 -0.960656
4.43127 -0.960746 -0.961007
4.43253 -0.961094 -0.961356
4.43379 -0.96144 -0.961703
4.43504 -0.961785 -0.962049
4.4363 -0.962128 -0.962394
4.43755 -0.96247 -0.962737
4.43881 -0.96281 -0.963078
4.44007 -0.963149 -0.963418
4.44132 -0.963486 -0.963757
4.44258 -0.963822 -0.964094
4.44384 -0.964156 -0.964429
4.44509 -0.964489 -0.964763
4.44635 -0.96482 -0.965095
4.44761 -0.965149 -0.965426
4.44886 -0.965477 -0.965756
4.45012 -0.965804 -0.966083
4.45137 -0.966129 -0.96641
4.45263 -0.966452 -0.966735
4.45389 -0.966774 -0.967058
4.45514 -0.967095 -0.96738
4.4564 -0.967413 -0.9677
4.45766 -0.967731 -0.968019
4.45891 -0.968047 -0.968336
4.46017 -0.968361 -0.968651
4.46143 -0.968674 -0.968966
4.46268 -0.968985 -0.969278
4.46394 -0.969295 -0.969589
